"Title","Date","Affiliations","Description","Response","Victims","Sponsor","Type","Category","Response_type","link","state_victim","state_cat","date_orig","Year"
"DragonOK",2014-09-10,"Uses similar tools as Moafee and Rancor, possibly indicating a link between the threat actors","This threat actor targets high-tech and manufacturing companies, primarily from Japan, for the purpose of acquiring trade secrets. In 2017, cybersecurity firms released evidence pointing to the threat actor expanding its targets to Russian and Tibetan interests.",NA,"Japan, Taiwan, Russia","China","Espionage","Private sector","   ","   ",FALSE,"Super Power","2014-09-10",2014
"Compromise of U.S. Transportation Command Contractors",2014-09-17,NA,"A threat actor successfully compromises the networks of contractors for U.S. Transportation Command (TRANSCOM), a military command assigned with moving U.S. military personnel and assets around the world. ","Denouncement   https://www.armed-services.senate.gov/press-releases/sasc-investigation-finds-chinese-intrusions-into-key-defense-contractors","Contractors of U.S. Transportation Command","China","Espionage","Military","Denouncement ","https://www.armed-services.senate.gov/press-releases/sasc-investigation-finds-chinese-intrusions-into-key-defense-contractors  ",TRUE,"Super Power","2014-09-17",2014
"Turla",2014-08-07,"Turla is also known as Snake, Venomous Bear, Uroburos, Group 88, Waterbug, and Turla Team. Estonian intelligence services associate this group with the Russian federal security service (FSB). Turla is associated with Agent.btz and believed to be behind the RUAG espionage incident, an attempted compromise of the Swiss defense ministry, the targeting of diplomatic missions in Eastern Europe, the targeting of South Korean actors prior to the meeting of U.S. President Donald J. Trump and North Korean leader Kim Jong-un, and the compromise of the German and Finnish foreign ministries.","This threat actor targets governments, militaries, and research organizations for espionage purposes. ",NA,"France, Russia, Belarus, Romania, United States, Netherlands, Kazakhstan, Saudi Arabia, Iran, Poland, Germany, Uzbekistan, Tajikistan, India, Iraq","Russian Federation","Espionage","Government","   ","   ",TRUE,"Super Power","2014-08-07",2014
"Moafee",2014-09-10,"Uses similar tools as DragonOK, possibly indicating a link between the two","This threat actor targets militaries and governments interested in the South China Sea, including the U.S. defense industrial base.",NA,"United States","China","Espionage","Private sector","   ","   ",FALSE,"Super Power","2014-09-10",2014
"Compromise of Sony Pictures Entertainment",2014-12-03,"Believed to be the work of the Lazarus Group","Threat actors compromised the networks of Sony Pictures Entertainment, destroyed data, and publicly released employee emails. The United States attributed the incident to North Korea, which is believed to have staged the attack to prevent Sony from releasing the film The Interview, which depicts an assassination plot against North Korean leader Kim Jong-un.

The compromise of Sony Pictures was the first cyber incident to be formally condemned by a U.S. president. The incident also prompted the United States to sanction certain North Korean individuals and organizations, denying them access to U.S. financial institutions.

In September 2018, the U.S. Department of Justice announced criminal charges alleging that North Korean entities were responsible for this incident.","Sanctions   https://www.whitehouse.gov/the-press-office/2015/01/02/executive-order-imposing-additional-sanctions-respect-north-korea","Sony Pictures Entertainment","Korea (Democratic People's Republic of)","Doxing","Private sector","Sanctions ","https://www.whitehouse.gov/the-press-office/2015/01/02/executive-order-imposing-additional-sanctions-respect-north-korea  ",FALSE,"Middle Power","2014-12-03",2014
"Axiom",2014-09-24,"Believed to be closely linked to, though distinct from, Winnti.","This threat actor compromises a range of actors of espionage purposes, namely government agencies in Asia and the West, circuit manufacturers, networking equipment manufacturers, internet companies, software vendors, journalists, nongovernmental organizations, law firms, telecommunication firms, venture capitalists, and academic institutions.",NA,"United States, United Kingdom, Germany, Netherlands, Belgium, Switzerland, Italy, Russia, China, Japan, Indonesia","China","Espionage","Government","   ","   ",TRUE,"Super Power","2014-09-24",2014
"APT 28",2014-10-28,"Also known as Pawn Storm, Fancy Bear, Sofacy, Tsar Team, Strontium, and Sednit. Estonian and British intelligence services associate this group with Russian military intelligence (GRU). The United States believes that GRU units 26165 and 74455 form a part of this threat actor. 

Suspected to be behind the Democratic National Committee compromise, the 2015 compromise of networks of the German Bundestag, the 2015 TV5 Monde incident, the UK TV station incident, the hacking of a Ukrainian military mobile app, the compromise of the World Anti-Doping Agency, the compromise of numerous sports federations, the attempted compromise of Bellingcat, the Bad Rabbit incident, the targeting of European foreign ministries and defense agencies, the targeting of campaigns for the 2018 U.S. midterm elections, the targeting of the office of Senator Claire McCaskill, the targeting of the OPCW, and the compromise of U.S. Anti-Doping Agency, the Court of Arbitration for Sport, the Canadian Centre for Ethics in Sport, FIFA, and Westinghouse.","This threat actor is linked to espionage campaigns, high-profile doxing efforts, and disruptive incidents that compromised targets believed to be of interest to the Russian government.","Denouncement   https://www.us-cert.gov/sites/default/files/publications/JAR_16-20296A_GRIZZLY%20STEPPE-2016-1229.pdf","Georgia, NATO, OSCE, France, Ukraine, United Kingdom, Jordan, Belgium, Germany, United States, Pakistan, Poland, Hungary, Asia Pacific Economic Cooperation, European Commission, World Anti-Doping Agency, International Association of Athletics Federations, Afghanistan, Armenia, Turkey, Kazakhstan, Tajikistan, Mongolia, China, Japan, Canada, Organization for the Prohibition of Chemical Weapons, Court of Arbitration for Sport, Federation Internationale de Football Association","Russian Federation",NA,"Government","Denouncement ","https://www.us-cert.gov/sites/default/files/publications/JAR_16-20296A_GRIZZLY%20STEPPE-2016-1229.pdf  ",TRUE,"Super Power","2014-10-28",2014
"Snowglobe",2014-03-21,"Animal Farm","A threat actor, confirmed to be the French government, that targets governments, companies, media organizations, military contractors, and humanitarian organizations.",NA,"Syria, Iran, Malaysia, United States, China, Turkey, Netherlands, Germany, United Kingdom, Russia, Algeria, Ivory Coast, Spain, Norway, Greece","France","Espionage","Government","   ","   ",TRUE,"Middle Power","2014-03-21",2014
"Compromise of iCloud in China",2014-10-21,NA,"A threat actor compromised Apple's iCloud service in China and intercepted user names and passwords of targeted iCloud users.",NA,"Apple iCloud in China","China","Espionage","Private sector","   ","   ",FALSE,"Super Power","2014-10-21",2014
"Saffron Rose",2014-05-12,"Also known as Flying Kitten, Sayad, Ajax Security Team, and Group 26","This threat actor is focused on espionage and targets companies within the U.S. defense industrial base and Iranians who use anticensorship technology.",NA,"United States, Iranian internet activists","Iran (Islamic Republic of)","Espionage","Military","   ","   ",TRUE,"Middle Power","2014-05-12",2014
"Compromise of the U.S. State Department",2014-10-28,"Believed to be the work of the Dukes","A threat actor compromised the unclassified network of the State Department for espionage purposes.",NA,"U.S. Department of State","Russian Federation","Espionage","Government","   ","   ",TRUE,"Super Power","2014-10-28",2014
"Darkhotel",2014-11-10,"Also known as Tapaoux, Pioneer, Karba, and Nemim","This threat actor targets multiple private sector entities, law enforcement organizations, and militaries in East Asia for espionage purposes.",NA,"Japan, Taiwan, China, Russia, South Korea","Korea (Republic of)","Espionage","Private sector","   ","   ",FALSE,"Middle Power","2014-11-10",2014
"Compromise of the U.S. Postal Service",2014-11-09,NA,"A threat actor compromised the networks of the U.S. Postal Service and gained access to employee data.",NA,"U.S. Postal Service","China","Espionage","Government","   ","   ",TRUE,"Super Power","2014-11-09",2014
"Regin",2014-11-24,"Believed to be the work of the Equation Group","A threat actor, using a tool dubbed Regin, compromised telecommunications networks and collected information about how those networks operate to facilitate espionage on other targets such as governments, financial institutions, and academics.",NA,"Algeria, Afghanistan, Belgium, Brazil, Fiji, Germany, Iran, India, Indonesia, Kiribati, Malaysia, Pakistan, Syria, Russia","United Kingdom, United States","Espionage","Government","   ","   ",TRUE,"Super Power","2014-11-24",2014
"Putter Panda",2014-06-10,"Also known as APT 2, PLA Unit 61486, and TG-6952","This threat actor targets firms in the technology (communications, space, aerospace), research, defense, and government sectors in the United States for espionage purposes. The tools and infrastructure it uses overlap with PLA Unit 61398.",NA,"U.S. satellite and aerospace sector","China","Espionage","Private sector","   ","   ",FALSE,"Super Power","2014-06-10",2014
